country	date	daily_vaccinations	vaccines
Argentina	29.12.2020		Sputnik V
Argentina	30.12.2020	15656	Sputnik V
Argentina	31.12.2020	15656	Sputnik V
Argentina	1.01.2021	11070	Sputnik V
Argentina	1.02.2021	8776	Sputnik V
Argentina	1.03.2021	7400	Sputnik V
Argentina	1.04.2021	6483	Sputnik V
Argentina	1.05.2021	7984	Sputnik V
Argentina	1.06.2021	8173	Sputnik V
Argentina	1.07.2021	8363	Sputnik V
Argentina	1.08.2021	10519	Sputnik V
Argentina	1.09.2021	11942	Sputnik V
Argentina	1.10.2021	13365	Sputnik V
Argentina	1.11.2021	14788	Sputnik V
Argentina	1.12.2021	14056	Sputnik V
Argentina	13.01.2021	13323	Sputnik V
Argentina	14.01.2021	13320	Sputnik V
Argentina	15.01.2021	13317	Sputnik V
Argentina	16.01.2021	12971	Sputnik V
Argentina	17.01.2021	12624	Sputnik V
Argentina	18.01.2021	12278	Sputnik V
Argentina	19.01.2021	11932	Sputnik V
Argentina	20.01.2021	11586	Sputnik V
Argentina	21.01.2021	11704	Sputnik V
Argentina	22.01.2021	11263	Sputnik V
Argentina	23.01.2021	11124	Sputnik V
Argentina	24.01.2021	10342	Sputnik V
Argentina	25.01.2021	9046	Sputnik V
Austria	26.01.2021		Pfizer/BioNTech
Austria	27.01.2021	3368	Pfizer/BioNTech
Austria	28.01.2021	3368	Pfizer/BioNTech
Austria	29.01.2021	7263	Pfizer/BioNTech
Austria	30.01.2021	5791	Pfizer/BioNTech
Austria	31.01.2021	4705	Pfizer/BioNTech
Austria	1.02.2021	5031	Pfizer/BioNTech
Austria	2.02.2021	6366	Pfizer/BioNTech
Austria	3.02.2021	7365	Pfizer/BioNTech
Austria	4.02.2021	8429	Pfizer/BioNTech
Austria	5.02.2021	7747	Pfizer/BioNTech
Austria	6.02.2021	7953	Pfizer/BioNTech
Austria	7.02.2021	10129	Pfizer/BioNTech
Austria	8.02.2021	11852	Pfizer/BioNTech
Austria	9.02.2021	12472	Pfizer/BioNTech
Austria	10.02.2021	12489	Pfizer/BioNTech
Austria	11.02.2021	12552	Pfizer/BioNTech
Austria	12.02.2021	11797	Pfizer/BioNTech
Austria	13.02.2021	11765	Pfizer/BioNTech
Austria	14.02.2021	9622	Pfizer/BioNTech
Bahrain	15.02.2021		Pfizer/BioNTech, Sinopharm
Bahrain	16.02.2021	11106	Pfizer/BioNTech, Sinopharm
Bahrain	17.02.2021	5789	Pfizer/BioNTech, Sinopharm
Bahrain	18.02.2021	4197	Pfizer/BioNTech, Sinopharm
Bahrain	19.02.2021	3662	Pfizer/BioNTech, Sinopharm
Bahrain	20.02.2021	3210	Pfizer/BioNTech, Sinopharm
Bahrain	21.02.2021	2846	Pfizer/BioNTech, Sinopharm
Bahrain	22.02.2021	2622	Pfizer/BioNTech, Sinopharm
Bahrain	23.02.2021	1225	Pfizer/BioNTech, Sinopharm
Bahrain	24.02.2021	1258	Pfizer/BioNTech, Sinopharm
Bahrain	25.02.2021	1220	Pfizer/BioNTech, Sinopharm
Bahrain	26.02.2021	1011	Pfizer/BioNTech, Sinopharm
Bahrain	27.02.2021	943	Pfizer/BioNTech, Sinopharm
Bahrain	28.02.2021	1122	Pfizer/BioNTech, Sinopharm
Bahrain	1.03.2021	1594	Pfizer/BioNTech, Sinopharm
Bahrain	2.03.2021	1942	Pfizer/BioNTech, Sinopharm
Bahrain	3.03.2021	2706	Pfizer/BioNTech, Sinopharm
Bahrain	4.03.2021	3437	Pfizer/BioNTech, Sinopharm
Bahrain	5.03.2021	4080	Pfizer/BioNTech, Sinopharm
Bahrain	6.03.2021	4427	Pfizer/BioNTech, Sinopharm
Bahrain	7.03.2021	4840	Pfizer/BioNTech, Sinopharm
Bahrain	8.03.2021	4699	Pfizer/BioNTech, Sinopharm
Bahrain	9.03.2021	5332	Pfizer/BioNTech, Sinopharm
Bahrain	10.03.2021	6361	Pfizer/BioNTech, Sinopharm
Bahrain	11.03.2021	7572	Pfizer/BioNTech, Sinopharm
Bahrain	12.03.2021	7473	Pfizer/BioNTech, Sinopharm
Bahrain	13.03.2021	7176	Pfizer/BioNTech, Sinopharm
Bahrain	14.03.2021	6546	Pfizer/BioNTech, Sinopharm
Bahrain	15.03.2021	6110	Pfizer/BioNTech, Sinopharm
Belgium	16.03.2021		Pfizer/BioNTech
Belgium	17.03.2021	1	Pfizer/BioNTech
Belgium	18.03.2021	234	Pfizer/BioNTech
Belgium	19.03.2021	159	Pfizer/BioNTech
Belgium	20.03.2021	122	Pfizer/BioNTech
Belgium	21.03.2021	97	Pfizer/BioNTech
Belgium	22.03.2021	81	Pfizer/BioNTech
Belgium	23.03.2021	70	Pfizer/BioNTech
Belgium	24.03.2021	283	Pfizer/BioNTech
Belgium	25.03.2021	736	Pfizer/BioNTech
Belgium	26.03.2021	1855	Pfizer/BioNTech
Belgium	27.03.2021	3134	Pfizer/BioNTech
Belgium	28.03.2021	3578	Pfizer/BioNTech
Belgium	29.03.2021	3634	Pfizer/BioNTech
Belgium	30.03.2021	4398	Pfizer/BioNTech
Belgium	31.03.2021	6284	Pfizer/BioNTech
Belgium	1.04.2021	8558	Pfizer/BioNTech
Belgium	2.04.2021	10320	Pfizer/BioNTech
Belgium	3.04.2021	12023	Pfizer/BioNTech
Belgium	4.04.2021	12246	Pfizer/BioNTech
Belgium	5.04.2021	12582	Pfizer/BioNTech
Belgium	6.04.2021	13135	Pfizer/BioNTech
Belgium	7.04.2021	13001	Pfizer/BioNTech
Belgium	8.04.2021	12222	Pfizer/BioNTech
Belgium	9.04.2021	11112	Pfizer/BioNTech
Belgium	10.04.2021	9632	Pfizer/BioNTech
Brazil	11.04.2021		Sinovac
Brazil	12.04.2021	112	Sinovac
Brazil	13.04.2021	554	Sinovac
Brazil	14.04.2021	3823	Sinovac
Brazil	15.04.2021	7136	Sinovac
Brazil	16.04.2021	27304	Sinovac
Brazil	17.04.2021	40980	Sinovac
Brazil	18.04.2021	76825	Sinovac
Brazil	19.04.2021	86373	Sinovac
Brazil	20.04.2021	99928	Sinovac
Bulgaria	21.04.2021		Moderna, Pfizer/BioNTech
Bulgaria	22.04.2021	2889	Moderna, Pfizer/BioNTech
Bulgaria	23.04.2021	1477	Moderna, Pfizer/BioNTech
Bulgaria	24.04.2021	1007	Moderna, Pfizer/BioNTech
Bulgaria	25.04.2021	799	Moderna, Pfizer/BioNTech
Bulgaria	26.04.2021	675	Moderna, Pfizer/BioNTech
Bulgaria	27.04.2021	592	Moderna, Pfizer/BioNTech
Bulgaria	28.04.2021	533	Moderna, Pfizer/BioNTech
Bulgaria	29.04.2021	472	Moderna, Pfizer/BioNTech
Bulgaria	30.04.2021	920	Moderna, Pfizer/BioNTech
Bulgaria	1.05.2021	1231	Moderna, Pfizer/BioNTech
Bulgaria	2.05.2021	1222	Moderna, Pfizer/BioNTech
Bulgaria	3.05.2021	1246	Moderna, Pfizer/BioNTech
Bulgaria	4.05.2021	1270	Moderna, Pfizer/BioNTech
Bulgaria	5.05.2021	1476	Moderna, Pfizer/BioNTech
Bulgaria	6.05.2021	1304	Moderna, Pfizer/BioNTech
Bulgaria	7.05.2021	938	Moderna, Pfizer/BioNTech
Bulgaria	8.05.2021	682	Moderna, Pfizer/BioNTech
Bulgaria	9.05.2021	694	Moderna, Pfizer/BioNTech
Bulgaria	10.05.2021	662	Moderna, Pfizer/BioNTech
Bulgaria	11.05.2021	782	Moderna, Pfizer/BioNTech
Bulgaria	12.05.2021	921	Moderna, Pfizer/BioNTech
Bulgaria	13.05.2021	1013	Moderna, Pfizer/BioNTech
Bulgaria	14.05.2021	1081	Moderna, Pfizer/BioNTech
Bulgaria	15.05.2021	1139	Moderna, Pfizer/BioNTech
Bulgaria	16.05.2021	1112	Moderna, Pfizer/BioNTech
Bulgaria	17.05.2021	1099	Moderna, Pfizer/BioNTech
Bulgaria	18.05.2021	1023	Moderna, Pfizer/BioNTech
Canada	19.05.2021		Moderna, Pfizer/BioNTech
Canada	20.05.2021	866	Moderna, Pfizer/BioNTech
Canada	21.05.2021	1693	Moderna, Pfizer/BioNTech
Canada	22.05.2021	2301	Moderna, Pfizer/BioNTech
Canada	23.05.2021	2580	Moderna, Pfizer/BioNTech
Canada	24.05.2021	2319	Moderna, Pfizer/BioNTech
Canada	25.05.2021	2366	Moderna, Pfizer/BioNTech
Canada	26.05.2021	2938	Moderna, Pfizer/BioNTech
Canada	27.05.2021	3589	Moderna, Pfizer/BioNTech
Canada	28.05.2021	4487	Moderna, Pfizer/BioNTech
Canada	29.05.2021	5457	Moderna, Pfizer/BioNTech
Canada	30.05.2021	5012	Moderna, Pfizer/BioNTech
Canada	31.05.2021	5261	Moderna, Pfizer/BioNTech
Canada	1.06.2021	5398	Moderna, Pfizer/BioNTech
Canada	2.06.2021	5512	Moderna, Pfizer/BioNTech
Canada	3.06.2021	6352	Moderna, Pfizer/BioNTech
Canada	4.06.2021	6342	Moderna, Pfizer/BioNTech
Canada	5.06.2021	7205	Moderna, Pfizer/BioNTech
Canada	6.06.2021	8378	Moderna, Pfizer/BioNTech
Canada	7.06.2021	9101	Moderna, Pfizer/BioNTech
Canada	8.06.2021	9350	Moderna, Pfizer/BioNTech
Canada	9.06.2021	11044	Moderna, Pfizer/BioNTech
Canada	10.06.2021	12111	Moderna, Pfizer/BioNTech
Canada	11.06.2021	14887	Moderna, Pfizer/BioNTech
Canada	12.06.2021	17662	Moderna, Pfizer/BioNTech
Canada	13.06.2021	22412	Moderna, Pfizer/BioNTech
Canada	14.06.2021	26418	Moderna, Pfizer/BioNTech
Canada	15.06.2021	29046	Moderna, Pfizer/BioNTech
Canada	16.06.2021	31914	Moderna, Pfizer/BioNTech
Canada	17.06.2021	33281	Moderna, Pfizer/BioNTech
Canada	18.06.2021	33646	Moderna, Pfizer/BioNTech
Canada	19.06.2021	34290	Moderna, Pfizer/BioNTech
Canada	20.06.2021	35208	Moderna, Pfizer/BioNTech
Canada	21.06.2021	35134	Moderna, Pfizer/BioNTech
Canada	22.06.2021	35670	Moderna, Pfizer/BioNTech
Canada	23.06.2021	36358	Moderna, Pfizer/BioNTech
Canada	24.06.2021	37521	Moderna, Pfizer/BioNTech
Canada	25.06.2021	39576	Moderna, Pfizer/BioNTech
Canada	26.06.2021	39910	Moderna, Pfizer/BioNTech
Canada	27.06.2021	38417	Moderna, Pfizer/BioNTech
Canada	28.06.2021	36850	Moderna, Pfizer/BioNTech
Canada	29.06.2021	35101	Moderna, Pfizer/BioNTech
Canada	30.06.2021	32183	Moderna, Pfizer/BioNTech
Chile	1.07.2021		Pfizer/BioNTech
Chile	2.07.2021	4771	Pfizer/BioNTech
Chile	3.07.2021	3958	Pfizer/BioNTech
Chile	4.07.2021	2742	Pfizer/BioNTech
Chile	5.07.2021	2069	Pfizer/BioNTech
Chile	6.07.2021	1665	Pfizer/BioNTech
Chile	7.07.2021	1396	Pfizer/BioNTech
Chile	8.07.2021	1204	Pfizer/BioNTech
Chile	9.07.2021	530	Pfizer/BioNTech
Chile	10.07.2021	88	Pfizer/BioNTech
Chile	11.07.2021	51	Pfizer/BioNTech
Chile	12.07.2021	51	Pfizer/BioNTech
Chile	13.07.2021	250	Pfizer/BioNTech
Chile	14.07.2021	272	Pfizer/BioNTech
Chile	15.07.2021	344	Pfizer/BioNTech
Chile	16.07.2021	417	Pfizer/BioNTech
Chile	17.07.2021	489	Pfizer/BioNTech
Chile	18.07.2021	562	Pfizer/BioNTech
Chile	19.07.2021	635	Pfizer/BioNTech
Chile	20.07.2021	508	Pfizer/BioNTech
Chile	21.07.2021	559	Pfizer/BioNTech
Chile	22.07.2021	1038	Pfizer/BioNTech
Chile	23.07.2021	1437	Pfizer/BioNTech
Chile	24.07.2021	1366	Pfizer/BioNTech
Chile	25.07.2021	1291	Pfizer/BioNTech
Chile	26.07.2021	2699	Pfizer/BioNTech
Chile	27.07.2021	5267	Pfizer/BioNTech
Chile	28.07.2021	5632	Pfizer/BioNTech
Chile	29.07.2021	6328	Pfizer/BioNTech
Chile	30.07.2021	5882	Pfizer/BioNTech
Chile	31.07.2021	6000	Pfizer/BioNTech
Chile	1.08.2021	6020	Pfizer/BioNTech
Chile	2.08.2021	4557	Pfizer/BioNTech
China	3.08.2021		CNBG, Sinovac
China	4.08.2021	187500	CNBG, Sinovac
China	5.08.2021	187500	CNBG, Sinovac
China	6.08.2021	187500	CNBG, Sinovac
China	7.08.2021	187500	CNBG, Sinovac
China	8.08.2021	187500	CNBG, Sinovac
China	9.08.2021	187500	CNBG, Sinovac
China	10.08.2021	187500	CNBG, Sinovac
China	11.08.2021	187500	CNBG, Sinovac
China	12.08.2021	187500	CNBG, Sinovac
China	13.08.2021	187500	CNBG, Sinovac
China	14.08.2021	187500	CNBG, Sinovac
China	15.08.2021	187500	CNBG, Sinovac
China	16.08.2021	187500	CNBG, Sinovac
China	17.08.2021	187500	CNBG, Sinovac
China	18.08.2021	187500	CNBG, Sinovac
China	19.08.2021	187500	CNBG, Sinovac
China	20.08.2021	232143	CNBG, Sinovac
China	21.08.2021	276786	CNBG, Sinovac
China	22.08.2021	321429	CNBG, Sinovac
China	23.08.2021	366071	CNBG, Sinovac
China	24.08.2021	410714	CNBG, Sinovac
China	25.08.2021	455357	CNBG, Sinovac
China	26.08.2021	500000	CNBG, Sinovac
China	27.08.2021	500000	CNBG, Sinovac
China	28.08.2021	500000	CNBG, Sinovac
China	29.08.2021	464286	CNBG, Sinovac
China	30.08.2021	428571	CNBG, Sinovac
China	31.08.2021	392857	CNBG, Sinovac
China	1.09.2021	357143	CNBG, Sinovac
China	2.09.2021	387755	CNBG, Sinovac
China	3.09.2021	418367	CNBG, Sinovac
China	4.09.2021	448980	CNBG, Sinovac
China	5.09.2021	515306	CNBG, Sinovac
China	6.09.2021	581633	CNBG, Sinovac
China	7.09.2021	647959	CNBG, Sinovac
China	8.09.2021	714286	CNBG, Sinovac
Costa Rica	9.09.2021		Pfizer/BioNTech
Costa Rica	10.09.2021	240	Pfizer/BioNTech
Costa Rica	11.09.2021	240	Pfizer/BioNTech
Costa Rica	12.09.2021	240	Pfizer/BioNTech
Costa Rica	13.09.2021	240	Pfizer/BioNTech
Costa Rica	14.09.2021	240	Pfizer/BioNTech
Costa Rica	15.09.2021	240	Pfizer/BioNTech
Costa Rica	16.09.2021	240	Pfizer/BioNTech
Costa Rica	17.09.2021	240	Pfizer/BioNTech
Costa Rica	18.09.2021	240	Pfizer/BioNTech
Costa Rica	19.09.2021	240	Pfizer/BioNTech
Costa Rica	20.09.2021	414	Pfizer/BioNTech
Costa Rica	21.09.2021	588	Pfizer/BioNTech
Costa Rica	22.09.2021	763	Pfizer/BioNTech
Costa Rica	23.09.2021	937	Pfizer/BioNTech
Costa Rica	24.09.2021	1111	Pfizer/BioNTech
Costa Rica	25.09.2021	1385	Pfizer/BioNTech
Costa Rica	26.09.2021	1659	Pfizer/BioNTech
Costa Rica	27.09.2021	1759	Pfizer/BioNTech
Costa Rica	28.09.2021	1859	Pfizer/BioNTech
Costa Rica	29.09.2021	1959	Pfizer/BioNTech
Costa Rica	30.09.2021	2058	Pfizer/BioNTech
Costa Rica	1.10.2021	2158	Pfizer/BioNTech
Costa Rica	2.10.2021	2066	Pfizer/BioNTech
Costa Rica	3.10.2021	1973	Pfizer/BioNTech
Costa Rica	4.10.2021	1880	Pfizer/BioNTech
Croatia	5.10.2021		Pfizer/BioNTech
Croatia	6.10.2021	1105	Pfizer/BioNTech
Croatia	7.10.2021	1105	Pfizer/BioNTech
Croatia	8.10.2021	1105	Pfizer/BioNTech
Croatia	9.10.2021	1105	Pfizer/BioNTech
Croatia	10.10.2021	1036	Pfizer/BioNTech
Croatia	11.10.2021	989	Pfizer/BioNTech
Croatia	12.10.2021	1334	Pfizer/BioNTech
Croatia	13.10.2021	1662	Pfizer/BioNTech
Croatia	14.10.2021	2130	Pfizer/BioNTech
Croatia	15.10.2021	2689	Pfizer/BioNTech
Croatia	16.10.2021	2693	Pfizer/BioNTech
Croatia	17.10.2021	2748	Pfizer/BioNTech
Croatia	18.10.2021	2802	Pfizer/BioNTech
Croatia	19.10.2021	2479	Pfizer/BioNTech
Croatia	20.10.2021	2485	Pfizer/BioNTech
Croatia	21.10.2021	2364	Pfizer/BioNTech
Croatia	22.10.2021	2272	Pfizer/BioNTech
Croatia	23.10.2021	2510	Pfizer/BioNTech
Croatia	24.10.2021	2747	Pfizer/BioNTech
Croatia	25.10.2021	2984	Pfizer/BioNTech
Croatia	26.10.2021	3329	Pfizer/BioNTech
Croatia	27.10.2021	3343	Pfizer/BioNTech
Croatia	28.10.2021	3346	Pfizer/BioNTech
Croatia	29.10.2021	2960	Pfizer/BioNTech
Croatia	30.10.2021	2800	Pfizer/BioNTech
Croatia	31.10.2021	2640	Pfizer/BioNTech
Cyprus	1.11.2021		Pfizer/BioNTech
Cyprus	2.11.2021	534	Pfizer/BioNTech
Cyprus	3.11.2021	534	Pfizer/BioNTech
Cyprus	4.11.2021	534	Pfizer/BioNTech
Cyprus	5.11.2021	534	Pfizer/BioNTech
Cyprus	6.11.2021	594	Pfizer/BioNTech
Cyprus	7.11.2021	635	Pfizer/BioNTech
Cyprus	8.11.2021	664	Pfizer/BioNTech
Cyprus	9.11.2021	708	Pfizer/BioNTech
Cyprus	10.11.2021	751	Pfizer/BioNTech
Cyprus	11.11.2021	821	Pfizer/BioNTech
Cyprus	12.11.2021	891	Pfizer/BioNTech
Cyprus	13.11.2021	917	Pfizer/BioNTech
Cyprus	14.11.2021	943	Pfizer/BioNTech
Cyprus	15.11.2021	969	Pfizer/BioNTech
Cyprus	16.11.2021	996	Pfizer/BioNTech
Cyprus	17.11.2021	1022	Pfizer/BioNTech
Czechia	18.11.2021		Moderna, Pfizer/BioNTech
Czechia	19.11.2021	2229	Moderna, Pfizer/BioNTech
Czechia	20.11.2021	2798	Moderna, Pfizer/BioNTech
Czechia	21.11.2021	3010	Moderna, Pfizer/BioNTech
Czechia	22.11.2021	2583	Moderna, Pfizer/BioNTech
Czechia	23.11.2021	2119	Moderna, Pfizer/BioNTech
Czechia	24.11.2021	1974	Moderna, Pfizer/BioNTech
Czechia	25.11.2021	1822	Moderna, Pfizer/BioNTech
Czechia	26.11.2021	1994	Moderna, Pfizer/BioNTech
Czechia	27.11.2021	2128	Moderna, Pfizer/BioNTech
Czechia	28.11.2021	2439	Moderna, Pfizer/BioNTech
Czechia	29.11.2021	3361	Moderna, Pfizer/BioNTech
Czechia	30.11.2021	4730	Moderna, Pfizer/BioNTech
Czechia	1.12.2021	4832	Moderna, Pfizer/BioNTech
Czechia	2.12.2021	4944	Moderna, Pfizer/BioNTech
Czechia	3.12.2021	5812	Moderna, Pfizer/BioNTech
Czechia	4.12.2021	7042	Moderna, Pfizer/BioNTech
Czechia	5.12.2021	8132	Moderna, Pfizer/BioNTech
Czechia	6.12.2021	9103	Moderna, Pfizer/BioNTech
Czechia	7.12.2021	9588	Moderna, Pfizer/BioNTech
Czechia	8.12.2021	9771	Moderna, Pfizer/BioNTech
Czechia	9.12.2021	9963	Moderna, Pfizer/BioNTech
Czechia	10.12.2021	10515	Moderna, Pfizer/BioNTech
Czechia	11.12.2021	10743	Moderna, Pfizer/BioNTech
Czechia	12.12.2021	10919	Moderna, Pfizer/BioNTech
Czechia	13.12.2021	11087	Moderna, Pfizer/BioNTech
Czechia	14.12.2021	11174	Moderna, Pfizer/BioNTech
Czechia	15.12.2021	11220	Moderna, Pfizer/BioNTech
Czechia	16.12.2021	11136	Moderna, Pfizer/BioNTech
Czechia	17.12.2021	9226	Moderna, Pfizer/BioNTech
Denmark	18.12.2021		Moderna, Pfizer/BioNTech
Denmark	19.12.2021	1994	Moderna, Pfizer/BioNTech
Denmark	20.12.2021	5527	Moderna, Pfizer/BioNTech
Denmark	21.12.2021	7525	Moderna, Pfizer/BioNTech
Denmark	22.12.2021	7223	Moderna, Pfizer/BioNTech
Denmark	23.12.2021	6254	Moderna, Pfizer/BioNTech
Denmark	24.12.2021	6712	Moderna, Pfizer/BioNTech
Denmark	25.12.2021	6616	Moderna, Pfizer/BioNTech
Denmark	26.12.2021	6679	Moderna, Pfizer/BioNTech
Denmark	27.12.2021	7319	Moderna, Pfizer/BioNTech
Denmark	28.12.2021	8525	Moderna, Pfizer/BioNTech
Denmark	29.12.2021	10138	Moderna, Pfizer/BioNTech
Denmark	30.12.2021	11022	Moderna, Pfizer/BioNTech
Denmark	31.12.2021	10008	Moderna, Pfizer/BioNTech
Denmark	1.01.2022	9261	Moderna, Pfizer/BioNTech
Denmark	2.01.2022	9008	Moderna, Pfizer/BioNTech
Denmark	3.01.2022	7139	Moderna, Pfizer/BioNTech
Denmark	4.01.2022	6098	Moderna, Pfizer/BioNTech
Denmark	5.01.2022	6122	Moderna, Pfizer/BioNTech
Denmark	6.01.2022	7052	Moderna, Pfizer/BioNTech
Denmark	7.01.2022	7451	Moderna, Pfizer/BioNTech
Denmark	8.01.2022	7800	Moderna, Pfizer/BioNTech
Denmark	9.01.2022	8567	Moderna, Pfizer/BioNTech
Denmark	10.01.2022	9160	Moderna, Pfizer/BioNTech
Denmark	11.01.2022	7840	Moderna, Pfizer/BioNTech
Denmark	12.01.2022	5852	Moderna, Pfizer/BioNTech
